input	target
Ṣàyẹ̀wò Àwọn Àmì-ìwé	Edit Bookmarks
Ó yẹ kí o ti gba ẹ̀dà Ìwé-àṣẹ Gbogbo ti GNU pẹ̀lú Awáròyìn Wẹ́ẹ̀bù GNOME tí kò bá rí bẹ́ẹ̀ kọ̀wé sí Free Software Foundation,Inc.,59 Temple Place,Suite 330,Boston,MA 02111-1307 USA	You should have received a copy of the GNU General Public License along with the GNOME Web Browser if not,write to the Free Software Foundation,Inc.,51 Franklin Street,Fifth Floor,Boston,MA 02110-1301 USA
Ṣàfihàn àkóónú ìwòyí ojú-ìwé lọ́wọ́lọ́wọ́	Display the latest content of the current page
Àwọn ayò àti àwọn eré-àṣenọjú	Games and amusements
Orúkọ ẹja náà	The fish's name
Ṣí Líǹkì	Open Link
Ṣàfikún àmì-ìwé s	Update bookmark s
Àtójọ ID nǹkan pánẹ́ẹ̀lì	Panel object ID list
Sún láàrin àwọn ààyè-iṣẹ́	Switch between workspaces
Baltic ISO-8859-13	Baltic ISO-8859-13
Ìjáde ipá	Force quit
Àwọn Àbùdá Aṣàfilọ́lẹ̀	Launcher Properties
Kò lè ṣàfihàn àkọsílẹ̀ ìrànwọ́	Could not display help document 's
Fi àkókò pẹ̀lú àwọn ìṣísẹ̀ hàn	Show time with seconds
Gba agbára lọ́wọ́ Ìjáde Ipá	Disable Force Quit
Pánẹ́ẹ̀lì Igun Òsì Tí A Fẹ̀	Left Expanded Edge Panel
Parí iṣẹ́ sáà yìí láti bẹ̀rẹ̀ gẹ́gẹ́ bíi òǹlò mìíràn tàbí kí o pa kọ̀ǹpútà náà	Log out of this session to log in as a different user
Ìyítumọ̀ ìpéwọ̀n	Default encoding
Gbàgede-wẹ́ẹ̀bù Awáròyìn Wẹ́ẹ̀bù GNOME	GNOME Web Browser Website
Ó kùnà láti ki àwòrán s	Unable to load file 's' s.
Fi déètì hàn nínú aago	Show weather in clock
Fún àwon atọ́ka-árò lágbára lórí àwọn bọ́tìnì ìpamọ́	Enable arrows on hide buttons
Vietnamese TCVN	Vietnamese TCVN
́Pa ìtàn ìwáròyìn rẹ́	Enable caret browsing mode
Ti fèrèsé ìtàn náà	Close the history window
GNOME tún ní àpapọ ète ìdàgbàsókè fún ìdarí kọmpútà	GNOME also includes a complete development platform for applications programmers,allowing the creation of powerful and complex applications.
Sọ ìtumọ̀ ipo ajemọ́ igun ìsàlẹ̀ọ̀tún	Interpret position relative to bottomright edge
Ti Àkọsílẹ̀	Close Document
s Ẹja náà Sọ pé	s the Fish Says
Àwọn Ìrísí-lẹ́tà Sítàì	Fonts Style
Fi déèti hàn nínú ìtalólobó-irinṣẹ́	Show date in tooltip
Ṣàgbéwọlé líǹkì	Download Link
Fi ojú-ìwé lọ́wọ́lọ́wọ́ pamọ́	Save the current page
Ṣí Líǹkì	Open Link
Da Ìṣàfarawé Kọ̀ǹpútà Dúró	Stop Animation
Fikún ìwọ̀n àyọkà náà	Increase the text size
Tó bá jẹ́ òótọ́,ìkádìí-aládàáṣe inú onísọ̀rọ̀gbèsì Rọ́ọnù Ìṣàmúlò-ètò wà nílẹ̀.	If true,autocompletion in the Run Application dialog is made available.
Gba ìròyìn àabò tó parí iṣẹ́	Page Security Information
Fálù Ààyè Wúnrẹ̀n	Field Value
Western IBM-850	Western IBM-850
Aṣìse títi fáìlì sáà 's' s	Error closing session file 's' s
Àwọn ìkúndùn aládàáni	Personal preferences
Kò lè darapọ̀ mọ́ alábòójútó sáà	the GNOME session manager
Tó bá jẹ́ òótọ́,ṣàfihàn déètì nínú aago gẹ́gẹ́ bí àfíkun àkókò	If true,display date in the clock,in addition to time.
Ní ọgbọ̀n ìṣẹ̀jú sẹ́yìn	Last 30 minutes
Kí fáìlì sáà náà	Load the given session file
friendly timeYesterday 1234 am	Today IM p
Ìṣílórí ìparí iṣẹ́	Logout prompt
Armenian ARMSCII-8	Armenian ARMSCII-8
Ń sọ ní pàtó oye ìdádúró ọ̀kẹ́-ìṣísẹ̀ lẹ́yìn tí atọ́ka náà ti wọ agbègbè náà kí pánẹ́ẹ̀lì tó dá farahàn.Ìgbà tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́ nìkan ni bọ́tìnì yìí wúlò.	Specifies the number of milliseconds delay after the pointer enters the panel area before the panel is automatically re-shown.This key is only relevant if the autohide key is true.
Thai Windows-874	Thai Windows-874
Lo ìyítumọ̀ mìíràn	Use a different encoding
a d b Yfriendly timeFeb 12 1997	b d IM p
Sọ́ ní pàtó ìwọ̀n ápúlẹ́ẹ̀̀tì gan níbẹ̀rẹ̀ kékeré,àárín,ńlá-púpọ̀ abbl.	Specify the initial size of the applet xx-small,medium,large etc.
Japanese ISO-2022-JP	Japanese ISO-2022-JP
Fi àmì-àṣírí hàn	Search passwords
Armenian ARMSCII-8	Armenian ARMSCII-8
Ó kùnà láti ki àwòrán s	Unable to load file 's' s.
Àwọn ìyípadà tí a lò láti dá àwọn fọ́nrán tí a kò tíì fi lélẹ̀ wà	There are unsubmitted changes to form elements
Ṣí líǹkì nínú táàbù tuntun	Open link in a new tab
httpwww.google.comsearch qsieUTF-8oeUTF-8	httpwww.google.comsearch qsieUTF-8oeUTF-8
Mozilla HTML	Mozilla HTML
Àwọn ìkúndùǹ Ìjánu-ìsún Ààyè-iṣẹ́	Workspace Switcher Preferences
Táàbù Tókàn	Next Tab
s Ẹja náà Sọ pé	s the Fish Says
Pa Pánẹ́ẹ̀lì Yìí Jẹ	Delete This Panel
Ṣí líǹkì nínú fèrèsé yìí	Open link in this window
Fi gbogbo àwọn ààyè-iṣẹ́ hàn	Show all workspaces in
Agbègbè Ìkéde	Notification Area
Tún iṣẹ́ tí a dá padà sípò ṣe	Redo the last undone action
Nígbà tí a bá ti pa pánẹ́ẹ̀lì jẹ,àti pánẹ́ẹ̀lì àti àwọn ààtò rẹ̀ máa sọnù.	When a panel is deleted,the panel and its settings are lost.
Ṣí àmì-ìwé yìí nínú táàbù wẹ́ẹ̀bù	Open this bookmark in a new tab
Lo ìyítumọ̀ tí àkọsílẹ̀ náà sọ ní pàtó	Use the encoding specified by the document
Ìwọ̀n pánẹ́ẹ̀lì	Panel size
Àwọn ojú-ìwé wẹ́ẹ̀bù	Web pages
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò Àkànṣe	Custom Application Launcher
Àpótí ìṣàfihàn Xinerama níbi tí a ti ṣàfihàn pánẹ́ẹ̀lì náà	Xinerama monitor where the panel is displayed
Àwọn Sáà	Session to use
Sọ ní pàtó ìṣàlàyé ìbẹ̀rẹ̀ ápúlẹ́ẹ̀tì òkè,ìsàlẹ̀,òsì tàbí ọ̀túnSize	Specify the initial orientation of the applet top,bottom,left or right
Àtúnkì àtòjọ-ẹ̀yàn tó yípadà	Menu changed,reloading
Lo Àwòrán Gẹ́gẹ́ Bíi Ẹ̀yìn	Use Image As Background
Lo Àwòrán Gẹ́gẹ́ Bíi Ẹ̀yìn	Use Image As Background
Armenian ARMSCII-8	Armenian ARMSCII-8
Àwọn Fáìlì Ìgbà Díẹ̀	Temporary files
Wáròyìn wẹ́ẹ̀bù náà	Browse the web
páálí ìwé 's' kì ṣè nkan déédé tàbí amọnà	File 's' is not a regular file or directory.
Tí o bá tún nǹkan pánẹ́ẹ̀lì kì,yóò ṣàfikún ara rẹ̀ padà sípánẹ́ẹ̀lì náà.	If you reload a panel object,it will automatically be added back to the panel.
Yan fáìlì láti ṣàfikún àṣẹ náà.	Choose a file to append to the command.
́Pa ìtàn ìwáròyìn rẹ́	Clear browsing history
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test Bonobo Applet
Ìgúnrégé wákàtí	Hour format
Parí iṣẹ́	Log out
Ṣiṣẹ́ Láìsí Lórí Wáyà	Work Offline
Ìwọ̀n pánẹ́ẹ̀lì	Panel size
Ìwọ̀n Déédéé	Normal Size
Ṣàfikún Àtòjọ-ètò Fún Ìbẹ̀rẹ̀	Add Startup Program
Ri pé o ní àkókò àti déètì lọ́wọ́lọ́wọ́	Get the current time and date
Ojú-ìwé ilé	Home page
Yí àwòrán po tí pánéẹ̀lì bá wà ní òòró	Rotate image when panel is vertical
Ìjáde ipá	Force quit
Gbé àwọn àmì-ìwé lọ sínú fáìlì	Export bookmarks to a file
Ṣàfikún èyí gẹ́gẹ́ bíi dúrọ́wà sí pánẹ́ẹ̀lì	Add this as drawer to panel
Ṣẹ̀dà àdírẹ̀sì lẹ́tà kọ̀ǹpútà s	Copy email address s
Fáìlì s wà.Jọ̀wọ́ gbé kúrò lọ́nà.	The file s exists.Please move it out of the way.
Gbogbo Ọjọ́	All Day
Fidéètì hàn	Show temperature
Tí a bá fún lágbára iṣẹ́ sáà gnome á́ ṣí òǹlò náà lórí kó tó parí sáà kan.	If enabled,gnome-session will prompt the user before ending a session.
Kóòdù gbogbogbò UTF-16 BE	Unicode UTF-16 BE
Yan Atọ́nà	Select a Directory
Àìmọ̀ s	Unknown s
Orúkọ ẹja	Name of fish
Bọ́tìnì yìí ń sọ ní pàtó iye àwọn ìṣísẹ̀ tí férémù kọ̀ọ̀kan á ṣàfihàn.	This key specifies the number of seconds each frame will be displayed.
Pánẹ́ẹ̀lì Àárín Tí Ọ̀tún	Right Centered Panel
Vietnamese TCVN	Vietnamese TCVN
Pa àtòjọ Àwọn Àkọsílẹ̀ Àìpẹ́ Rẹ́	Clear the Recent Documents list
Ápúlẹ́ẹ̀tì tó ní ìṣàlàyé pánẹ́ẹ̀lì nínú	Specify file containing saved configuration
Turkish IBM-857	Turkish IBM-857
Fi àwọn fèrèsé láti gbogbo àwọn ààyè-iṣẹ́ hàn	Show windows from all workspaces
Àwọn ìyítumọ̀ mìíràn	Other encodings
s Ẹja náà,aríran	s the Fish,the fortune teller
Kò lè fi àíkànnù lọ́lẹ̀	Could not launch application
Wáròyìn wẹ́ẹ̀bù náà	Browse the web
Ṣẹ̀dá Àṣàfilọ́lẹ̀	Create Launcher
Tó bá jẹ́ òótọ́,ìkádìí-aládàáṣe inú onísọ̀rọ̀gbèsì Rọ́ọnù Ìṣàmúlò-ètò wà nílẹ̀.	If true,autocompletion in the Run Application dialog is made available.
A kò ṣègbékalẹ̀ bọ́tìnì s,kò lè ki aṣàfilọ̀lẹ̀	Key s is not set,cannot load launcher
Àwọn ẹ̀yàn Awáròyìn Wẹ́ẹ̀bù GNOME	GNOME Web Browser options
Tó bá jẹ́ òótọ́,ìkádìí-aládàáṣe inú onísọ̀rọ̀gbèsì Rọ́ọnù Ìṣàmúlò-ètò wà nílẹ̀.	If true,autocompletion in the Run Application dialog is made available.
Wá Èyí Tókàn	Find Next
Ìparí sáà lọ́wọ́lọ́wọ́	End of current session
Yọ Táàbù	Detach Tab
Gbé Àwọn Àmì-ìwé Wọlé	Import Bookmarks…
Yípo lórí àwọn pánẹ́ẹ̀lì òòró	Rotate on vertical panels
Fi pamọ́ Lórúkọ	Save As…
Ipà fódà tí a fẹ́ ṣàgbéwọlé àwọn fáìlì sí tàbíÀwọn àgbéwọlé láti lo fódà àwọn àgbéwọlé ìpéwọ̀n,tàbí Ojú-iṣẹ́ láti lo fódà ojú-iṣẹ́.	The path of the folder where to download files to or Downloads to use the default downloads folder,or Desktop to use the desktop folder.
A kò rí áíkànnù	Icon not found
Fidéètì hàn	Show weather
Lo UTC	Use UTC
Kò lè mú siṣẹ́ 's' Àwọn Àlàyé s	Unable to execute 's's
Yan ìṣàmúlò-ètò láti wòye àpèjúwe rẹ̀.	Select an application to view its description.
Pánẹ́ẹ̀lì ìpele-òkè tó ní nǹkan nínú	Toplevel panel containing object
Fẹ àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìṣàmúlò-ètò	Expand program list in Run Application dialog
Àwọn Fáìlì Ìgbà Díẹ̀	Temporary files
Chinese Simplified ISO-2022-CN	Chinese Simplified ISO-2022-CN
ẹyajợ àkójọ	Build Date
Àràmàdà GEGL	The Mysterious GEGL
Ìyárasí àfarawé Kọ̀ǹpútà	Animation speed
friendly timeWed 1234 am	Yesterday IM p
Ṣí Líǹkì	Open Link
Àkópọ̀-ìròyìn Mozilla s	Mozilla s profile
Ṣàfikún Èdè	Add Language
Chinese Traditional Big5	Chinese Traditional Big5
Arabic MacArabic	Arabic MacArabic
s,2 s	s 2 s 3 s
Tó bá jẹ́ òótọ́,fi déètì hàn nínú ìtalólobó-irinṣẹ́ nígbà tí atọ́ka bá wà lórí aago.	If true,show date in a tooltip when the pointer is over the clock.
Àwọn Orúkọ Àwọn Ààyè-iṣẹ́	Workspace Names
Ìwọ̀n àtòjọ fèrèsé tó ga jù	Maximum window list size
Tó bá jẹ́ òótọ́,a óò fi pánẹ́ẹ̀lì náà pamọ́ fún ra rẹ̀ sínú igun ojú kọ̀ǹpútà náà nígbà tí atọ́ka náà bá fi agbègbè pánẹ́ẹ̀lì náà sílẹ̀.Gbígbé atọ́ka náà lọ sí igun yẹn lẹ́ẹ̀kan si á fa kí pánẹ́ẹ̀lì náà tún farahàn.	If true,the panel is automatically hidden into a corner of the screen when the pointer leaves the panel area.Moving the pointer to that corner again will cause the panel to re-appear.
Olótùú Àtòjọ-ẹ̀yàn	Simple Menu Editor s
Àṣìṣe kíka oye fọ́nrán GConf 's' s	Error reading GConf string value 's' s
Yẹ Fátìrì Ápúlẹ́ẹ̀tì Bonobo Wo	Test DBus Applet Factory
Tó bá jẹ́ òótọ́,a lo bọ́tìnì ipa àtòjọ-ẹ̀yàn gẹ́gẹ́ bíi ipa ti a ti lè̀ kọ́ àwọn àkóónú àtòjọ-ẹ̀yàn.Tó bá jẹ́ irọ́,a máa pa bọ́tìnì ipaàtòjọ-ẹ̀yàn tì.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ nǹkanàtòjọ-ẹ̀yàn.	If true,the menupath key is used as the path from which the menu contents should be constructed.If false,the menupath key is ignored.This key is only relevant if the objecttype key is menu-object.
kò lè fi àṣẹ lọ́lẹ̀ 's	Could not run command 's
Chinese Simplified GB2312	Chinese Simplified GB2312
Tẹ bọ́tìnì yìí láti wáròyìn fún fáìlì tí a óò ṣàfikún orúkọ rẹ̀ sí fọ́nránàṣẹ.	Click this button to browse for a file whose name to append to the command string.
Chinese Simplified ISO-2022-CN	Chinese Simplified ISO-2022-CN
Àwọn Àlàyé Ẹ̀yìn Àwòrán	Image Background Details
Wá wẹ́ẹ̀bù náàhttpwww.google.nl and httpwww.google.nlsearch qs	Search the web
́Pa ìtàn ìwáròyìn rẹ́	Enable caret browsing mode
Fi Lẹ́tà Kọ̀ǹpútà Ránṣẹ́.	Send Email…
Pánẹ́ẹ̀lì Igun Ìsàlẹ̀ Tí a Fẹ̀	Bottom Expanded Edge Panel
Sàmì ìwé sí líǹkì ìtàn tí a yàn	Bookmark the selected history link
Pánẹ́ẹ̀lì Igun Ọ̀tún	Right Edge Panel
Rọ́ọ̀nù Ìṣàmúlò-ètò.	Run Application.
Ìró Fídíò	Sound Video
Lọ sí àdírẹ̀sì tí a tẹ̀ wọlé nínú àmúwọlé àdírẹ̀sì	Go to the address entered in the address entry
Àwọn Orúkọ Àwọn Ààyè-iṣẹ́	Workspace Names
Ń Bẹ̀rẹ̀	Starting s
Kóòdù gbogbogbò UTF-16 LE	Unicode UTF-16 LE
Ri pé o ní àkókò àti déètì lọ́wọ́lọ́wọ́	Get the current time and date
Àtòjọ ID pánẹ́́ẹ̀lì	Panel ID list
Cyrillic ISO-8859-5	Cyrillic ISO-8859-5
Ààyè Aṣàfilọ́lẹ̀	Choose Location
Pánẹ́ẹ̀lì Igun Ìsàlẹ̀ Tí a Fẹ̀	Bottom Expanded Edge Panel
Sún sí táàbù yìí	Switch to this tab
s,2 ss	s,2 s
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódà	Open the contents of your desktop in a folder
Nípa ojú ìdarí kọmpútà GNOME	About the GNOME Desktop
Ṣàfihàn ìrànwọ́ ìtàn	Display history help
Kò lè fi àíkànnù lọ́lẹ̀	Could not launch application
Àwọn orúkọ àyè-iṣẹ́	Workspace names
Àwọn Ẹ̀yàn Sáà	Session management options
Kàn si wá ní	Contact us at
Fàyè gba àwon fèrèsé ìtasókè	Allow popups
Greek Windows-1253	Greek Windows-1253
Fátìrì fún àwọn ápúlẹ́ẹ̀tì ajẹmọ́ ìtọpa fèrèsé	Factory for the window navigation related applets
Gbekalẹ̀ sí Ojú-ìwé Òfìfo	Set to Blank Page
Kò lè ṣàfihàn àkọsílẹ̀ ìrànwọ́	Error displaying help document
Fi ojú kọ̀ǹpútà píláàṣì hàn	Show the splash screen
Korean UHC	Korean UHC
UnknownMonitor vendor	Hundreds of people have contributed code to GNOME since it was started in 1997 many more have contributed in other important ways,including translations,documentation,and quality assurance.
Yan Atọ́nà	Select a Directory
Ìfojúsí GNOME Lórí lílò àti ìbánirẹ ,ìlọ-dédé,àti àtìlẹyìn ìgbóra àjọṣepọ mú kí ó ní ìyàtọ láàrin ojú ìdarí kọmpútà	GNOME's focus on usability and accessibility,regular release cycle,and strong corporate backing make it unique among Free Software desktops.
friendly timeYesterday 1234 am	Today IM p
Korean UHC	Korean UHC
Atọ́nà àkójọpọ̀-ìròyìn tí a óó lò nínú àpẹẹrẹ aládàáni	Profile directory to use in the private instance
Pa Parí iṣẹ́ Rẹ́	Cancel Logout
Gbé àwọn àmì-ìwé wọlé láti inú fáìlì náà	Import bookmarks from the given file
Western IBM-850	Western IBM-850
Kíki s.	Loading s…
Gbagbára iṣẹ́ ipá òǹlò láti ṣàyẹ̀wò àwọn àká-irinṣẹ́.	Disable the user's ability to edit toolbars.
a d b Y	b d Y
Korean EUC-KR	Korean EUC-KR
Ṣiṣẹ́ Láìsí Lórí Wáyà	Work Offline
Àwọn àtòjọ-ètò fún ìbẹ̀rẹ̀ aláfikún	Additional startup programs
Sún láàrin àwọn fèrèsé ṣiṣí nípa lílo àtòjọ-ẹ̀yàn	Switch between open windows using a menu
Yan ẹ̀yìn	Select background
Ń sọ níp pàtó àwọ̀ ẹ̀yìn fún pánẹ́ẹ̀lì inú ìgúnrégé RGB.	Specifies the background color for the panel in RGB format.
Fi àwọn orúkọ ààyè-iṣẹ́ hàn nínú ìjánu-ìsún	Show workspace names in switcher
Àwọn Ẹ̀yàn Sáà	Session management options
Má Gbàá Padà	Don't Recover
Sún sí móòdù àìsí lórí wáyà	Switch to offline mode
Wá ìṣẹ̀lẹ̀ ìwádìí fọ́nrán tókàn	Find next occurrence of the search string
Gbagbára iṣẹ́ àwọn URL aláìnídìí	Disable arbitrary URLs
b d	b d
Turkish Windows-1254	Turkish Windows-1254
Vietnamese TCVN	Vietnamese TCVN
Ìjáde Ipá	Force Quit
Central European MacCE	Central European MacCE
ko sì orúkọ páálí ìwé láti fi nkan ránṣẹ sí	No filename to save to
Bẹ̀rẹ̀ àpẹẹrẹ aládàáni	Start a private instance
Agbègbè Ìkéde Pánẹ́ẹ̀lì	Panel Notification Area
Gbagbára ìṣàyẹ̀wò àká-irinṣẹ́	Disable toolbar editing
Sọ ní pàtó ìṣàlàyé ìbẹ̀rẹ̀ ápúlẹ́ẹ̀tì òkè,ìsàlẹ̀,òsì tàbí ọ̀túnSize	Specify the initial orientation of the applet top,bottom,left or right
Ápúlẹ́ẹ̀tì alábọ̀dé kan fún ìyẹ̀wò pánẹ́ẹ̀lì GNOME-2.0	A simple applet for testing the GNOME panel
Mú kí ìṣàmúlò-ètò yìí jáde pẹ̀lú ipá Àwọn àkọsílẹ̀ èyíkèyí tó wà ní ṣíṣí ní yóò sọnù.	If you choose to force an application to exit,unsaved changes in any open documents in it might get lost.
Fi Líǹkì Pamọ́ Gẹ́gẹ́ Bíi	Save Link As…
Gba àwọn fèrèsé awáròyìn àti àwọn táàbù tilẹ̀ padà	Recover previous browser windows and tabs
Pa sáà	Kill session
Pánẹ́ẹ̀lì Àárín Ìsàlẹ̀	Bottom Centered Panel
Fidéètì hàn	Show temperature
Chinese Simplified HZ	Chinese Simplified HZ
Àwọn àmì-ìwé FirefoxMozilla	FirefoxMozilla bookmarks
s jáde láìròtẹ́lẹ̀	s has quit unexpectedly
Agbègbè Ìkéde Pánẹ́ẹ̀lì	Factory for notification area
Àwọn Sáà	Session to use
Kọ́dínéètì Y pánẹ́èlì	Y co-ordinate of panel
Orúkọ Òǹlò	User agent
Àtòjọ Fèrèsé náà ń fi àtòjọ gbogbo àwọn fèrèsé inú ìjọ àwọn bọ́tìnì hàn,ó sì ńjẹ́ kí o wáròyìn wọn.	The Window List shows a list of all windows in a set of buttons and lets you browse them.
Àtòjọ ID ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì	Panel applet ID list
Ìyárasí tó yẹ kí àwọn ìṣàfarawé kọ̀ǹpútà ó ti yọ.Àwọn fálù tó lè jẹ́ ni falẹ̀,àárín àti ìyára.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì àwọn mú ìṣàfarawé kọ̀ǹpútàṣiṣẹ́ bá jẹ́ òótọ́.	The speed in which panel animations should occur.Possible values are slow,medium and fast.This key is only relevant if the enableanimations key is true.
Bọ́́tìnì yìí ń sọ ní pàtó iye àwọn róòlù fún ìlàálẹ̀ ìbú tàbí àwọṅ kọ́lọ̀mù fún ìlàálẹ̀òòró tí ìjánu-ìsún ààyè-iṣẹ́ ń fihàn àwọn ààyè-iṣẹ́ náà.Bọ́tìnì yìí kàn sì wúlòtí bọ́tìnì àwọn ààyè-iṣẹ́gbogboìṣàfihàn bá jẹ́ òótọ́.	This key specifies how many rows for horizontal layout or columns for vertical layout the workspace switcher shows the workspaces in.This key is only relevant if the displayallworkspaces key is true.
Pa àkọlé yìí jẹ	Delete this topic
Fi àmì-àṣírí hàn	Show passwords
Àṣẹ fún ìbẹ̀rẹ̀ kò lè jẹ́ òfìfo	The startup command cannot be empty
Fi àwọn fèrèsé láti gbogbo àwọn ààyè-iṣẹ́ hàn	Show windows from all workspaces
Ìbẹrẹ s	Starting s
Gbé Àwọn Àmì-ìwé Jáde	Export Bookmarks
Bọ́tìnì yìí sọ ní pàtó orúkọ-fáìlì pixmap tí a óò lò fún ìṣàfarawé kọ̀ǹpútà tí aṣàfihàn nínú ápúlẹ́ẹ̀tì ẹja tó jọ atọ́nà pixmap.	This key specifies the filename of the pixmap which will be used for the animation displayed in the fish applet relative to the pixmap directory.
Irúfẹ́ ẹ̀yìn	Background type
Fi àwọn bọ́tìnì ìpamọ́ hàn	Show hide buttons
Àṣìṣe àìmọ̀ wáyé nígbà tí à ń gbìyànjú láti ṣí s	An unknown error occurred while trying to open s.
Rọ́ọ̀nù nínú támínà	Run in terminal
Caret Ẹ̀yàn	Selection Caret
Bẹ̀rẹ̀ àpẹẹrẹ aládàáni	Start a private instance
Àwọn àká-irinṣẹ́ tó ṣe rẹ́gí	Customize toolbars
Agbègbè Ìkéde	Notification Area
Àwọn amúgbálẹ̀gbẹ́ alápọn	Active extensions
Kò lè ṣàfihàn àkọsílẹ̀ ìrànwọ́	Could not display help document 's
Kò lè rí àṣẹ tó fẹ́ mú siṣẹ́	Unable to locate the command to execute
Fi Bọ́tìnì Ojú-iṣẹ́ Hàn	Show Desktop Button
Fi àwọn àbùdá fún àmì-ìwé yìí hàn	Show properties for this bookmark
Fún Java lágbára iṣẹ́	Enable WebGL
Pa gbogbo àwọn wúnrẹ̀n láti inú àtòjọ àwọn àkọsílẹ̀ àìpẹ́ rẹ́	Clear all items from the recent documents list
Fiàwọn ìṣísẹ̀ hàn	Show seconds
Àwọn Fáìlì Ìgbà Díẹ̀	Temporary Files
A sọ oríkì òǹlò s	User defined s
Ṣàgbéwọlé líǹkì	Download Link
Àwọn Fèrèsé Ìtasókè	Popup Windows
Á̀mì-àṣírí Òǹlò	User Password
Chinese Traditional EUC-TW	Chinese Traditional EUC-TW
Fidéètì hàn	Show the date
lM p	lM p
Chinese Traditional Big5	Chinese Traditional Big5
Kò lè ṣí àkọsílẹ̀ tí a lò tán láìpẹ́	Could not open recently used document s
Central European Windows-1250	Central European Windows-1250
Gbà Padà	Recover session
Gbé àwọn àmì-ìwé wọlé láti inú fáìlì	Import Bookmarks from File
Àkóónú Àtòjọ Fèrèsé	Window List Content
Àṣìṣe kíkà ìwé 's' s	Error reading file 's' s
Àwọn Àká-irinṣẹ́ Tó Ṣe Rẹ́gí.	Customize Toolbars…
Gbé Àwọn Àmì-ìwé Wọlé	Import Bookmarks…
Tẹ̀ lórí fèrèsé láti mú ìṣàmúlò-ètò náà jáde pẹ̀lú ipá.Tẹ láti yọkúrò.	Click on a window to force the application to quit.To cancel press .
Àkójọpọ̀-ẹ̀rì Ara-ẹni	Personal Data
Ṣẹ̀dà àdírẹ̀sì àwòrán s	Copy image address s
yẹ ìpilẹ̀ Ojúùwọ̀n Àtòjọ-ẹ̀yàn Ojú-iṣẹ́ GNOME wò	test GNOME's implementation of the Desktop Menu Specification
Àyọkà Ńlá	Larger Text
Àwọn Àmì-àṣírí	Manage Passwords
Pa pánẹ́ẹ̀lì yìí jẹ	Cannot delete this panel
Ọ̀pọ̀ àwọn àbùdá yìí lati tì sí sàlẹ̀	Some of these properties are locked down
Chinese Simplified HZ	Chinese Simplified HZ
Gbé Àwọn Àmì-ìwé Wọlé	Import Bookmarks…
Fi àwọn àká-irinṣẹ́ hàn nípa ìpéwọ̀n	Show toolbars by default
Ṣàfikún Àmì-ìwé.	Add Bookmark…
Fi gbogbo àwọn ààyè-iṣẹ́ hàn	Show all workspaces in
Fiàwọn ìṣísẹ̀ hàn	Show seconds
Tó bá jẹ́ òótọ́,fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn.	If true,expand the list of tasks in the calendar window.
Awáròyìn Wẹ́ẹ̀bù Epiphany	Epiphany Web Browser
Fi kọ́lọ̀mù àdírẹ̀sì nìkan hàn	Show the address column
Fi Ojú-iṣẹ́ Hàn	Show Desktop
Fidéètì hàn	Show temperature
Má Ṣàfikún	Don't Update
Ìjáde Ipá	Force Quit
Atọ́nà Tí kò Ṣeé Kọ	Directory not Writable
Nípa GNOME	About GNOME
Western ISO-8859-1	Western ISO-8859-1
Àwọn fáìlì	s Files
Tó bá jẹ́ òótọ́,àwọn ààyè-iṣẹ́ nínú ì̀jánu-ìsún ààyè-iṣẹ́ yóò ṣàfihàn àwọn orúkọ àwọnààyè-iṣẹ́.Láì jẹ́ bẹ́ẹ̀ wọn yóò ṣàfihàn àwọn fèrèsé lórí ààyè-iṣẹ́ náà.	If true,the workspaces in the workspace switcher will display the names of the workspaces.Otherwise they will display the windows on the workspace.This setting only works when the window manager is Metacity.
a d b Y	b d Y
Da Ìṣàfarawé Kọ̀ǹpútà Dúró	Stop Animation
Kò lè ṣí fáìlì ojú-iṣẹ́ s fún aṣàfilọ́lẹ̀ pánẹ́ẹ̀lì ss	Unable to open desktop file s for panel launcherss
Àwọn ààtò ìṣàkóso àti àwọn ìkúndùn aládàáni	Personal preferences and administration settings
Kò Sí Ní Ọ̀wọ́bookmarks	Not Categorized
Ó kùnà láti rí pixmap s	Failed to open the time settings
Àràmàdà GEGL	The Mysterious GEGL
Nípa Àwọn Pánẹ́ẹ̀lì	About Panels
Ìdádúró ìpamọ́-aládàaṣe pánẹ́ẹ̀lì	Panel autohide delay
Fi Líǹkì Pamọ́ Gẹ́gẹ́ Bíi	Save Link As
Àkókò UNIX	UNIX time
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò Àkànṣe	Custom Application Launcher
Yan fáìlì láti ṣàfikún àṣẹ náà.	Choose a file to append to the command.
Àṣìṣe kíkà ìwé 's' s	Error reading file 's' s
Àwọn àmì-ìwé FirefoxMozilla	FirefoxMozilla bookmarks
s Ẹja náà	s the Fish
