input	target
Workspace Switcher	Omembanye wọkspeesi
Default zoom level	Ogo zum Dìfọ́ọ̀ltụ̀
Open in New Tabs	Mepee na Táàbụ̀ ọfụụ
Chinese Traditional EUC-TW	Chinese Traditional EUC-TW
Turkish IBM-857	Turkish IBM-857
Maximize window horizontally	Bawanye windo n'ụdị horizontal
Welcome to the GNOME Desktop	Nnọ́ọ̀ nà GNOME Desktọ́ọ̀pụ̀
Coordinate expression contains character 's' which is not allowed	Chịkọlata nkọwa nwere mkpụrụokwu 's' nke a na-anabataghị
Unknown s	Amaghị s
File Manager	Onyenlekọta faịlụ
The default sort-order for items in the icon view.Possible values are name,size,type,modificationdate,and emblems.	Dìfọ́ọ̀ltụ̀ iwu-nhazi maka ihenhọrọ ná ngosi aịkọn.Uru dị mmenwu bụ name ,size,type,modificationdate,na emblems.
Move window one workspace up	Kpụga windo n'otu wọ́kspēèsì n'elu
Error while copying.	Ndehie mgbe a na-edebata.
Move window one workspace up	Kpụga windo n'otu wọ́kspēèsì n'elu
History pages time range	Nhazi oge ihuakwụkwọ agụgụala
A list of captions below an icon in the icon view and the desktop.The actual number of captions shown depends on the zoom level.size,type,datemodified,datechanged,dateaccessed,owner,group,permissions,octalpermissions and mimetype.	Kapshiọn n'okpuru aịkọn ná ngosi aịkọn nakwa desktọọpụ.Kpọmkwem ọnụọgụgụ nke okwu ndị ahụ egosirila gbadoro ụkwụ n'ogo zum.Uru dị mmenwu bụ size,type,datemodified,datechanged,dateaccessed,owner,group,permissions,octalpermissions na mimetype.
s is not a valid value for state attribute	s abụghị uru nwereisi maka ọnọdụ átrībúùtù
s the Fish,a contemporary oracle	s azụ ahụ,áfá keugbua
Could not connect to the session manager	Enweghị ike isụnye n'onyenlekọta oge mmem
Right Expanded Edge Panel	Paneelụ akanri abawanyere abawanye
WindowsBottom dock	Windo ndị ahụokpụrụ dọ́ọ̀kụ̀
Desktop accessories	Nnyemaka ngwaọrụ Desktọọpụ
The location of the file.	Ónyénwē faịlụ ahụ.
Switch to workspace 8	Banye na wọ́kspéèsì 8
Tools for software development	Ngwaọrụ maka ntolite Sọftwịa
The name and icon of the file.	Aha na aịkọn nke faịlụ ahụ.
This file cannot be stopped	Agaghị ewunyenwu ákàrà ahụ.
Select Items Matching.	Họrọ aịkọn emeredịkachọrọ.
Show windows from all workspaces	Gosi windo site na wọkspeesi niile
Please drag just one image to set a custom icon.	Biko dọ̀ọ́ sọsọ otu inyogo ka a hazie aịkọn emeredịkachọrọ.
Restoring Minimized Windows	Iweghachi Windo ndị pewagara mpe
yesterday at 0000 PM	Ụnyaahụ na 0000 PM
Show Hidden Files	Gosi faịlụ ndị ezoro ezo
Move Tab Right	Kpụga táàbụ̀ n'akanri
Switch windows of an app directly	Kpụgharịa n'etiti windo ozugbo
x value was d,d was expected	valiu x bụ d,d a chọrọ ya
Last changed	Nke agbanwere ikpeazụ
Copying Files	Idebata faịlụ ndị ahụ
View of the current folder	Ngosi nke nsomebefaịlụ nọ ugbua
Unable to locate the command to execute	E nweghị ike ịchọtanwu iwu ahụ achọrọ imepụta
Gradients should have at least two colors	Mmakọ ụcha kwesịrị inwe ọbụnaghị ụcha abụọ
The name and icon of the file.	Aha na aịkọn nke faịlụ ahụ.
You cannot move a file over itself.	Ịgaghị edebanyenwu faịlụ n'onwe ya.
Mozilla HTML	Mozilla HTML
Hibernate Anyway	Ńgwānụ́ banye
Do not Empty Trash	Ghewe ebemkpofuozi oghe
X Large	X LargeSize
WindowsBottom dock	Windo ndị ahụokpụrụ dọ́ọ̀kụ̀
Background image	Inyogo keokpuru
Element is not allowed below	Anaghị anabata elementị n'okpuru
Center panel on y-axis	Etiti paneelụ na y-axis
Japanese ISO-2022-JP	Japanese ISO-2022-JP
If set to true,then Nautilus will ask for confirmation when you attempt to delete files,or empty the Trash.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus ga-ajụ maka nkwepụta mgbe ịchọrọ itinye faịlụ ndị ahụ n'ebemkpofuozi.
Did not understand arrow s for element	A ghọtaghị árò s maka elementị
Open this folder in a new tab	Mechie perentị nsomebefaịlụ a
Force this application to exit	Wepụ n'ike usoroiheomume na-enye nsogbu
Show status bar in new windows	Gosi status báà na windo ndị ọfụụ
Programs for Internet access such as web and email	Program maka ikikembanye ịntaneetị dịka web na Imeelụ
Never accept	Anabataghị ya
Protect your computer from unauthorized use	Chekwaa Kọmputa gị site n'aka ndị a na-enyeghị ikike iji ya1 msgctxt panelshowusername
Coordinate expression was empty or not understood	nchịkọlata nkọwa ghè óghē mọọbụ na aghọtaghị ya
The type of the file.	Ụdị faịlụ ahụ.
Gradients should have at least two colors	Mmakọ ụcha kwesịrị inwe ọbụnaghị ụcha abụọ
Show windows from current workspace	Gosi windo site na wọkspeesi no mgbe ahụ
Workspace d	Wọ́kspéèsì d
Reverse sort order in new windows	Gbanwe nhazi na windo ndị ọfụụ
s,2 s	s,2 ss
The icon of the command to be run.	A ga-ebido aịkọn iwu.
Move to workspace right	Kpụga na wọ́kspéèsì akanri
Window Title Goes Here	Isiokwu windo n'aga ebe a
parent s has not been defined	Akọwabeghị s perentị
Move focus to the other pane in a split view window	Dìfọ́ọ̀ltụ̀ uhie nke saịd pen na windo ndị ọfụụ.
Interpret position relative to bottomright edge	Tụgharịa ebe n'akụkụ okpuruakanri
Border s is unknown	Amaghị s àgbàtà
Redo Edit	Megharịa ndezi
Error while creating file B.	Ndehie mgbe a na-ekewapụta ụzọ njikọ na s.
No set for theme s	Enweghi nhazi maka isiokwu s
If true,the Known Applications listing in the Run Application dialog is made available.Whether or not the listing is expanded when the dialog is shown is controlled by the showprogramlist key.	Ọ bụrụ na ọ bụ eziokwu,Usoroiheomume ahu a ma amaEwepụtara ndesịta ahụ n'ime Bido usoroiheomumedayalọọgụ.Ma ọ bụ ma ọbụghị na a bawanyere ndesịta ahụ mgbe e gosiri dayalọọgụ ka elekọtara site n'aka kiiprogramngosi.
Whether to preview sounds when mousing over an icon	Ma ọ bụ ka elebiritụanya ụda mgbe a na-amawụsụ na aịkọn
Modifier to use for extended window management operations	Omemmegharị ga-eji maka mmem ọ̀pị̀pị́ windo mmegharị
There is not enough space on the destination.Try to remove files to make space.	Enweghị zurunụ̄ ohere n'ụlọ ahụ.
Workspace 10	Wọ́kspéèsì 10
Open the selected history link in a new window	Mepee nhọrọ nke agụgụala ụzọ njikọ na windo ọfụụ
None of the files could be added as emblems.	Enweghị faịlụ ndị a ga-etinyenwu n'akara ndị ahụ.
Default zoom level	Ogo zum Dìfọ́ọ̀ltụ̀
No text is allowed inside element	Enweghị ngwe anabatara n'ime elementị
Create an empty file 's	Ịkewapụta njikọ na faịlụ ndị ahụ
Wanda The GNOME Fish	Wanda azụ GNOME
Blend format is blendbgcolorfgcoloralpha,s does not fit the format	Mmezie ọdịdị bụ blendbgcolorfgcoloralpha,s ọdabaghị n'ọdịdị
You cannot copy a folder into itself.	Igaghị edebatanwu nsomebefaịlụ n'ime onwe ya.
Import bookmarks from	Bubata búùkmáàks site na
Failed to load applet s	Ndebata inyogo dàrà àdà s
Opened log file s	Lọọgụ faịlụ emepere emepe s
Workspace Names	Aha wọkspeesi
Address Entry	Ebe ntinye ngosi ebe
Original Location	Mepee ebe
If true,the workspaces in the workspace switcher will display the names of the workspaces.Otherwise they will display the windows on the workspace.This setting only works when the window manager is Metacity.	Ọ bụrụ na ọ bụ eziokwu,wọkspeesi ndị nọ n'omembanye wọkspeesi ga-egosi aha wọkspeesi ndị ụfọdụ.Kama ha ga-egosi windo na wọkspeesi.
No text is allowed inside element	Enweghị ngwe anabatara n'ime elementị
Prepare this folder to be moved with a Paste command	Kwado faịlụ ndị ahụ a họọrọ ka ejiri ntiiwu faịlụ mmapanye kpughaa ha
Use Image As Background	Jiri inyogo dịka Okpuru
Move or copy files previously selected by a Cut or Copy command into the selected folder	Kpụgha mọọbụ debata faịlụ ndị a họrọburu site n'ihicha faịlụ mọọbụ debata faịlụ ntiiwu n'ime nsomebefaịlụ a họọrọ
Top Expanded Edge Panel	Paneelụ elu abawanyere abawanye
Coordinate expression parser overflowed its buffer.	nchịkọlata nkọwa ghè óghē mọọbụ na aghọtaghị ya
Move to Another Workspace	Kpụga na wọ́kspéèsì ọzọ
GTK color specification must have the state in brackets,e.g.gtkfgNORMAL where NORMAL is the state could not parse s	GTK nzipụta ụcha ga-enwe ọnọdụ n'ụdị akara mmechi,ọmụmaatụ.gtkfgNORMAL ebe NỌ́MÁÀLỤ̀ bụ ọnọdụ agaghị enwenwu ike ịtọsasi s
Chinese Simplified ISO-2022-CN	Chinese Simplified ISO-2022-CN
Please drag just one image to set a custom icon.	Biko dọ̀ọ́ sọsọ otu inyogo ka a hazie aịkọn emeredịkachọrọ.
Log Out Anyway	Ńgwānụ́ banye
Maximize window	Bawanye windo
Switch between open windows using buttons	Banye n'etiti windo mepere emepe n'iji bọtịn
A custom menu bar	Menu baa emeredịkaachọrọ
Restore Icons' Original Sizes	Weghachi ụhara izizi nke aịkọn
The command appears to be something actually useful.Since this is a useless applet,you may not want to do this.We strongly advise you against using s for anything which would make the applet practical or useful.	Ịmaọkwa Iwu ahụ pụtara bụrụ ihe bara uru.Kamgbe nke a bịara bụrụ apleetị na-abaghị uru,inwere ike ị gaghị achọ ime nke a.Anyị n'adụ gị ọdụ n'iji s maka ihe ọbụla nke ga-eme ka apleetị ahụ baa uru mọọbụ practical .
Undo Create Folder	Kewapụta Nsomebefaịlụ
s the Fish,a contemporary oracle	s azụ ahụ,áfá keugbua
Remember passwords	Họrọ okwumbanye.
If true,the position of the object is interpreted relative to the right or bottom if vertical edge of the panel.	Ọ bụrụ na ọ bụ eziokwu,a ga-atụgharị ebe ọbjektị n'akụkụ akanri mọọbụ n'okpuru ma ọ bụrụ na ọ dị vatikal nke paneelụ ahụ.
If set to true,then Nautilus shows folders prior to showing files in the icon and list views.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus ga-egosi nsomebefaịlụ túpúù ngosi faịlụ na aịkọn nakwa ngosi ndesịta.
Increase the text size	Bawanye ụhara ngwe ahụ
Could not display s,because the host could not be found.	Egosinwughị́ị̀ s,maka enwetaghị ozi ikuku s.
name s used a second time	aha s e jiri nke ugboro abụọ
Most Visited	Nke á kà banye
Click on a color to remove it	Pịa n'ụcha ka iwepụ ya
All items in the Trash will be permanently deleted.	Ọ bụrụ na ikpochapụ ndesịta nke ebe,ha ga-apụ kpam kpam.
Modal Dialog Box	Igbe dayalọ́ọ̀gụ̀ módáàlụ̀
Wanda Factory	Ụlọọrụ Wanda
If true,display date in the clock,in addition to time.	O bụrụ na ọ bụ eziokwu,gosi ụbọchị n'elekere ahụ,na mgbakwunye oge.
Empty Trash	Ghewe ebemkpofuozi oghe
This name can be set if you want a custom name for the network servers icon on the desktop.	A ga-ahazinwu aha a ma ọ bụrụ na ịchọrọ aha emeredịkachọrọ maka aịkọn ebemkpofuozi na desktọ́ọ̀pụ̀.
The item cannot be restored from trash	Agaghị enwenwu s ike ikpụga faịlụ ahụ n'ebemkpofuozi.
Could not parse alpha value s in blended color	Agaghị atọsasị uru alpha s n'ụcha amakọrọ ọfụma
Did not understand state s in color specification	Aghọtaghị ọnọdụ s na nzipụta ụcha
Copy Link Address	Debata ngosi ebe ụzọ njikọ
The permissions could not be changed.	Agbanwenwughị ikike ahụ.
Default column order in the list view.	Dìfọ́ọ̀ltụ̀ nhazi mpagharaogologo na ndesịta ngosi.
Change the visibility of this window's statusbar	Gbanwe àhụ́mányá nke statusbáà windo a
Snow Ridge	Snóò Ríìjì
Coordinate expression contains floating point number 's' which could not be parsed	Chịkọlata nkọwa nwere ọnụọgụgụ pọịntị n'ehu ehu 's' nke ga-agaghị enwenwu ike ntọsasị
The server at s cannot be found.	Agaghị etinyenwu akara ahụ.
Logout Anyway	Ńgwānụ́ banye
Create a symbolic link for each selected item	Kewapụta ụzọ njikọ sìmbọ́līìkì maka ihenhọrọ nke ọbụla a họọrọ
Move window	Kpụgharịa windo
Western MacRoman	Western MacRoman
s 2 s	s 2 s
The startup command cannot be empty	Mbido iwu ahụ agaghị eghenwu oghe
Mon,Oct 00 0000 at 000000 PM	Mọn,Ọkt 00 0000 na 000000 PM
Display and edit bookmarks	Dezie ebe ndesịta ngosi ebe faịlụ
Greek MacGreek	Greek MacGreek
Lost connection to the display 's' most likely the X server was shut down or you killeddestroyed the window manager.	Anataghị mbanye ikuku ka egosi 's' nke kacha nke a gbanyụrụ X server mọọbụ i mebiemebisia onyenlekọta windo.
System Tools	Ngwaọrụ sistem
Open this folder in a new tab	Mechie perentị nsomebefaịlụ a
Celtic ISO-8859-14	Celtic ISO-8859-14
Back history	Azụ agụgụala
Default Thumbnail Icon Size	Dìfọ́ọ̀ltụ̀ aịkọn ógó zum
Move window one workspace to the right	Kpụga windo n'otu wọ́kspēèsì n'akanri
Loaded theme s in g seconds	Edebatara isiokwu s n'otu g ntabi anya
Left Floating Panel	Paneelụ ose n'akaekpe
Unlock the selected drive	Ewelitekwala ụda ahụ a họọrọ
Delete This Panel	Hichaa paneelụ a
Keep Aligned	Gbado na ndozi ahụ
Display history help	Gosipụta nnyemaka agụgụala
th copy	th ndebata
Undo the last text change	Weghachị mgbanwe ngwe nke ikpeazụ
Focal Length	Òtìtè anya n'etiti lensị na ebe a na-ese ese
Personal preferences and administration settings	Nkarachọ nkeonwe na ọdịdị Nhazi
The destination is not a folder.	Ebe ahụ abụghị nsomebefaịlụ.
Should not have resize attribute on element for maximized states	Agaghị enwe resize átrībúùtù na elementị maka ọnọdụ mbawanyeshédèèdị̀
Select an Image File to Add as a Pattern	Họrọ inyogo faịlụ ka igbakwunye ya dịka n'usoro
Move window one workspace to the left	Kpụga windo n'otu wọ́kspēèsì n'akaekpe
link broken	Ụzọ njikọ emebiela
Stop the selected drive	Welite ụda ahụ a họọrọ
Area where notification icons appear	Mpaghara ebe aịkọn ọmumaọkwa pụtara
Persian MacFarsi	Persian MacFarsi
Show Hidden Files	Gosi faịlụ ndị ezoro ezo
Western MacRoman	Western MacRoman
Enable tooltips	N'ekwe tuultip
Failed to open the time settings	Nnweta pixmap dara ada s
If this is set to true,icons linking to mounted volumes will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye n'ụda ewelitere ewelite a ga-etinye ya na desktọ́ọ̀pụ̀.
Flash Fired	Flash Fáyáàdị̀
yesterday at -IM p	Ụnyaahụ na -IM p
If set to true,newly opened windows will have toolbars visible.	Ọ bụrụ na a haziri ya na eziokwu,windo ndị á kà mepere ọfụụ ga-eme ka áhụ́ tulbáà ndị ahụ anya.
Perform a quick set of self-check tests.	Mee nhazi ọsịsọ nke nnwale-nkeonwe.
must specify either a geometry or a parent that has a geometry	ga-egosipụta ma ọ bụ jiometịrị ma ọ bụ perentị nwere jiometịrị
Add this as drawer to panel	Tinye nke a dịka drọwa na paneelụ
The item could not be renamed.	Abagharịnwughị aha ihenhọrọ ahụ.
Name of fish	Aha azụ
another copy	Ndebata ọzọ
Select items in this window matching a given pattern	Họrọ ihenhọrọ ndị a na windo a nke dabara n'usoro enyere
Create a new folder containing the selected items	Kewapụta ụzọ njikọ sìmbọ́līìkì maka ihenhọrọ nke ọbụla a họọrọ
If this is set to true,an icon linking to the trash will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye n'ebemkpofuozi a ga-etinye ya na desktọ́ọ̀pụ̀.
Setting permissions	Ndehie na-ahazi ikike
The group of the file.	Òtù faịlụ ahụ.
Create a new document from template s	Kewapụta dọkumentị na templéètì s
Maximum window list size	Ụhara ndesịta windo buru ibu
Open your personal templates folder	Gaa na nsomebefaịlụ témpléètì
Open in New Tabs	Mepee na Táàbụ̀ ọfụụ
Selection Caret	Nhọrọ Káréètị̀
If this is set to true,an icon linking to the Network Servers view will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye n'ebemkpofuozi a ga-etinye ya na desktọ́ọ̀pụ̀.
Cyrillic ISO-8859-5	Cyrillic ISO-8859-5
g milliseconds to draw one window frame	g milisekọndụ ga-àdọ́ otu windo fréèmù
This name can be set if you want a custom name for the trash icon on the desktop.	A ga-ahazinwu aha a ma ọ bụrụ na ịchọrọ aha emeredịkachọrọ maka aịkọn ebemkpofuozi na desktọ́ọ̀pụ̀.
Unable to mount s	N'ekwe tuultip
Should not have resize attribute on element for maximizedshaded states	Agaghị enwe resize átrībúùtù na elementị maka ọnọdụ mbawanyeshédèèdị̀
Drag and drop is only supported on local file systems.	A na-akwadọ ọdịdọ na ntọgbọ na sistem faịlụ keụlọ.
Move the open folder to the Trash	Ịkpụga faịlụ na n'ebemkpofuozi
Coordinate expression had an operand where an operator was expected	Nchịkọlata nkọwa nwere ópērándị̀ ebe achọrọ ọ̀pèrètọ̀
Open link in a new window	Mepee ụzọ njikọ na windo ọfụụ
Toggle the display of hidden files in the current window	Tọ́gụ̀lụ̀ọ́ ngosi nke faịlụ ndị ezoro ezo na windo ọfụụ
Size of disk cache,in MB.	Ụhara nke diski ébéńchékwáózīọ́sị́sọ́,na MB.
Baltic ISO-8859-4	Baltic ISO-8859-4
Change the visibility of this window's statusbar	Gbanwe àhụ́mányá nke statusbáà windo a
Save Image As	Chekwaa inyogo dịka.French France
If true,expand the list of tasks in the calendar window.	Ọ bụrụ na ọ bụ eziokwu,Gosi ọnụọgụgụ izu ụka na Kalenda.
Coordinate expression ended with an operator instead of an operand	Nchịkọlata nkọwa gwụrụ ya na òpèrétọ̀ kama ópērándị̀
Screen d on display s already has a window manager	Ngosi d inyogo s ènwéláàrị́ị̀ onyenlekọta windo
yesterday,-IM p	Ụnyaahụ,-IM p
Unknown position s for frame piece	Ebe a na-amaghị s maka fréém píìsì
When files cannot be opened by the browser they are automatically downloaded to the download folder and opened with the appropriate application.	Mgbe omenchọgharị nà-émēpéghị́nwú faịlụ ndị ahụ ha ga eji aka ha bubata onwe ha na nsomebefaịlụ mbubata ma mepee n'usoroiheomume kwesịrịnụ̄.
Failed to fdopen log file s	Ọdịda fdopen n'ị́lọ̄ọ̀gụ̀ faịlụ s s
Redo the last undone action	Weghachị mgbanwe ngwe nke ikpeazụReset to DefaultsShow hidden files
Tree View Defaults	Dífọ́ọ̀ltụ̀ ngosi tríì
This is disabled due to security considerations.	Anapụrụ nke a ike n'ihi nnabata echiche nchekwa.
Including drawops s here would create a circular reference	Itinye drawops s ebe a ga-ekewapụta gburugburu nrụaka
Move to	Kpụga n'ebemkpofuozi
Force a misbehaving application to quit	Wepụ n'ike usoroiheomume na-enye nsogbu
The certificate has expired	Ébūbàtáláàrị́ị̀ asambodo ahụ.
Redo Edit	Megharịa ndezi
A style called s has not been defined	Ọdịdị a na-akpọ s akọwabeghị ya
Window List Preferences	Nkarachọ Ndesịta Windo
All history	Azụ agụgụala
MIME Type	Ụdị MIME
Move 's' to trash	Kpụga n'ebemkpofuozi
Click here to restore hidden windows.	Pịa ebe a ka iweghachi windo zoro ezo.
Including drawops s here would create a circular reference	Itinye drawops s ebe a ga-ekewapụta gburugburu nrụaka
The name of the startup program cannot be empty	Mbido iwu ahụ agaghị eghenwu oghe
Could not find a theme Be sure s exists and contains the usual themes.	Enwetaghịnwu isiokwu sàá anya mmiri s mepụta ma mejupụta isiokwu ndị ahụ dị bu adị.
If set to true,then all Nautilus windows will be browser windows.This is how Nautilus used to behave before version 2.6,and some people prefer this behavior.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus windo niile ga-abụ windo nchọgharị.Nke a bụ etu Nautilus sị akpa agwa túpúù agbanke 2.6,nakwa ụfọdụ ndị mmadụ kara chọọ agwa a.
Could not parse alpha value s in blended color	Agaghị atọsasị uru alpha s n'ụcha amakọrọ ọfụma
Universal Access Settings	Nhazi ikikembanye
Toplevel files cannot be renamed	Abagharịnwughị aha ihenhọrọ ahụ.
Drew d frames in g client-side seconds g milliseconds per frame and g seconds wall clock time including X server resources g milliseconds per frame	A dọ́ọ́lá d fréèmù na g klayantị-saịdị ntabianya oge g milisekọndụ maka fréèmù nke ọbụla nakwa g oge elekere tinyere iheọrụ X sava g milisekọndụ maka fréèmù nke ọbụla
You cannot assign more than one custom icon at a time	Igaghị enye ọrụ karịa otu aịkọn emeredịkachọrọ n'otu oge
Flash Fired	Flash Fáyáàdị̀
Western MacRoman	Western MacRoman
Open With	Jiri mepee
Cursor Position	Ebe emeredịkachọrọ
Cannot create initial panel layout.	Hichaa paneelụ a
Reopen Closed Tab	Mechie táàbụ̀
Redo Change Group	Igbanwe òtù.
mutter s Copyright C 2001-d Havoc Pennington,Red Hat,Inc.,and others This is free software see the source for copying conditions.There is NO warranty not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.	metacity s Copyright C 20012002 Havoc Pennington,Red Hat,Inc.,nakwa ndị ọzọ Nke a bụ sọftwwịa efu hụ́ nsirinweta maka ọnọdụ ndebata.Onweghị Warantíì ọbụnaghị maka AZUMAAHỊA mọọbụ IKE MAKA IHEOMUME AKWADORO IME.
You are not the owner,so you cannot change these permissions.	Ọ bụghị gị nwà nwé,ya bụ na ịgaghị agbanwe ikike a.
Epiphany Web Browser	Omenchọgharị wéèbụ̀ Epiphany
No frame style set for window type s in theme s,add a element	Enweghị ọdịdị fréèmù ekpokọrọ maka ụdị windo s n'isiokwu s,tinye elementị
Another link to s	Ụzọ njikọ ọzọ na sst
Start the selected drive	Welite ụda ahụ a họọrọ
Toggle using a tighter layout scheme	Tọgụlụọ n'iji ndozi taịta n'usoro ọrụ
Western IBM-850	Western IBM-850
Border-only window	Àgbàtà-sọsọ windo
Western ISO-8859-1	Western ISO-8859-1
Select Custom Icon	Họrọ aịkọn emeredịkachọrọ.
today at 0000 PM	Táà na 0000 PM
Romanian ISO-8859-16	Romanian ISO-8859-16
Click this button to run the selected application or the command in the command entry field.	Pịa bọtịnị a ka ibido usoroiheomume a họrọla mọọbụ iwu ahụ nọ n'ime fịldụ mbanye nke iwu.
Paste the text stored on the clipboard	Mapanye ngwe echekwarala na bé òchékwáōzím̀gbèńtà
Can't have a two drawops for a element theme specified a drawops attribute and also a element,or specified two elements	Agaghị enwenwu drawops abụọ maka elementị isiokwu zipụtara átrībúùtù drawops nakwa elementị,mọọbụ elementị abụọ ndị ezipụtarala
Cannot move file to trash,do you want to delete immediately	Agaghị enwenwu ike ikpụga faịlụ n'ebemkpofuozi,ịchọrọ ihicha ozugbo
Close the side pane	Mechie saịd pen
Delete All	Họrọ Ha niile
End of current session	Ngwụcha seshiọn ọfụụ
The startup command is not valid	Mbido iwu ahụ agaghị eghenwu oghe
s Properties	s Ngwaọrụ ndị ahụMIME type description MIME type
Choose the order of information to appear in the list view.	Họrọ iwu nhazi nke ozi ka ọpụta na ngosi ndesịta.
Display credits for the creators of Nautilus	Gosi nnabata maka ndị ome nkewapụta nke Nautilus
Remove Session	Chekwaa oge mmem
Could not convert 's' from UTF-8	Enweghị ike ịtụgharịnwu 's' site na UTF-8
Coordinate expression tries to use mod operator on a floating-point number	Nchịkọlata nkọwa nà-ánwà iji ọ̀pèrétọ̀ mood n'ọnụọgụgụ pọịntị-n'éhū èhù
Expand list of locations	Gosi ndesịta usoroiheomume ndị ama
Turkish IBM-857	Turkish IBM-857
Baltic ISO-8859-4	Baltic ISO-8859-4
Switch to workspace 1	Banye na wọ́kspéèsì 1
Utility Palette	Iheọrụ páléètị̀
This is a demo button with an 'open' icon	Nke a bụ demo bọtịn nwere aịkọn 'mepere emepe
FirefoxMozilla bookmarks	Búùkmáàks FirefoxMozilla
Unknown styleset s on element	Styleset a na-amaghị s na elementị
Shade factor s in shaded color is negative	Shéèdị̀ faktọ s n'ụcha éshéèdị̀rị̀ èshéèdì dị negetíìvù
Open in New Tab	Mepee na windo ọfụụ
You do not have the permissions necessary to rename s.	Inweghị ikikere kwesịrịnụ ịbagharị aha s.
Startup Programs	Mbido Programs
Brought to you by	Nke ewetààrà gị site n'aka
Element is not allowed inside a element	Anabataghị elementị n'ime elementị
Selection Caret	Nhọrọ Káréètị̀
This file cannot be mounted	Agaghị ewunyenwu ákàrà ahụ.
If true,a dialog is shown asking for confirmation if the user wants to remove a panel.	Ọ bụrụ na ọ bụ eziokwu,egosiri dayalọọgụ n'ịjụ maka nchọpụta ma ọ bụrụ na ojieme chọrọ iwepụ paneelụ.
Connect to a remote computer or shared disk	Sụnye na rimootu sava
Complete panel lockdown	Mkpọchi paneelụ zuruoke
link broken	Ụzọ njikọ emebiela
Send a link of the current page	Ziga ụzọ njikọ nke ihuakwụkwọ ọfụụ
When files cannot be opened by the browser they are automatically downloaded to the download folder and opened with the appropriate application.	Mgbe omenchọgharị nà-émēpéghị́nwú faịlụ ndị ahụ ha ga eji aka ha bubata onwe ha na nsomebefaịlụ mbubata ma mepee n'usoroiheomume kwesịrịnụ̄.
Reopen Closed Tab	Mechie táàbụ̀
Default compact view zoom level	Dìfọ́ọ̀ltụ̀ aịkọn ógó zum
Add a new criterion to this search	Mèé nsụnye apụghị apụ na sava a
Window List	Ndesịta windo
Choose a language	Họrọ otu asụsụ
Interpret position relative to bottomright edge	Tụgharịa ebe n'akụkụ okpuruakanri
Focal Length	Òtìtè anya n'etiti lensị na ebe a na-ese ese
Sorry,but pattern s could not be deleted.	Biko,mana usoro s enweghi ike ihicha.
Center panel on y-axis	Etiti paneelụ na y-axis
Open your personal folder	Mepee nsomebefaịlụ perentị ahụ
Starting s	Na-ebido s
Distance s is unknown	Amaghị s òtìtè ányá
Page address	Ngosi ebe ihuakwụkwọ
There was an error creating the symlink in F.	Enwere ndehie ná mbubata usoroiheomume ahụ.
Bad command Exec to launch	Ajọ́ọ̄ ntiiwu Exec a ga-ebubata
Brought to you by	Nke ewetààrà gị site n'aka
Switch windows of an app directly	Kpụgharịa n'etiti windo ozugbo
Thai ISO-8859-11	Thai ISO-8859-11
Sort files and folders	Nsomebefaịlụ na-enweghị isiokwu
s another copys	s ndebata ọzọs
Move window to workspace 4	Kpụga windo na 4 wọ́kspēèsì
Show more details	Gosi ndịna ahụ na nkọwada
s Visible Columns	s Mpagharaogologo ndị ahụ ahụrụanya
Unable to search for application	Ebubatanwughị usoroiheomume cd bọna.
Show more details	Gosi ndịna ahụ na nkọwada
Copy Link Address	Debata ngosi ebe ụzọ njikọ
Select Command	Mbido Iwu
Import Failed	Mbubata dara ada
This name can be set if you want a custom name for the network servers icon on the desktop.	A ga-ahazinwu aha a ma ọ bụrụ na ịchọrọ aha emeredịkachọrọ maka aịkọn ebemkpofuozi na desktọ́ọ̀pụ̀.
There was an internal error trying to search for applications	Enwere ndehie ná mbubata usoroiheomume ahụ.
Move Here	Kpụghaa ebe a
CyrillicUkrainian KOI8-U	CyrillicUkrainian KOI8-U
Switch to VT 3	Banye na wọ́kspéèsì 3
The name and icon of the file.	Aha na aịkọn nke faịlụ ahụ.
Close window	Mechie windo
Select All	Họrọ Ha niile
Select Command	Mbido Iwu
Blend format is blendbgcolorfgcoloralpha,s does not fit the format	Mmezie ọdịdị bụ blendbgcolorfgcoloralpha,s ọdabaghị n'ọdịdị
GNOME includes most of what you see on your computer,including the file manager,web browser,menus,and many applications.	GNOME na-etinye ụfọdụ ihe ị na-ahụ na kọmputa gị,tinyere onyenlekọta faịlụ,omenchọgharị weebụ,menus,nakwa ọtụtụ usoroiheomume ndị ahụ.
Did not understand fill type s for element	Aghọtaghị mejuo ụdị s maka elementị
Blend format is blendbgcolorfgcoloralpha,s does not fit the format	Mmezie ọdịdị bụ blendbgcolorfgcoloralpha,s ọdabaghị n'ọdịdị
